Wavelength (nm)	Transmission
200.0	4.4373669979046336e-11
218.1818181818182	4.4373669979046336e-11
236.36363636363637	4.4373669979046336e-11
254.54545454545453	2.3669223036412164e-10
272.72727272727275	2.3669223036412164e-10
290.9090909090909	2.3669223036412164e-10
309.09090909090907	2.3669223036412164e-10
327.27272727272725	3.721709684167046e-09
345.45454545454544	3.721709684167046e-09
363.6363636363637	3.721709684167046e-09
381.8181818181818	3.721709684167046e-09
400.0	2.6306044161758078e-09
418.18181818181813	2.6306044161758078e-09
436.3636363636364	2.6306044161758078e-09
454.5454545454545	2.6306044161758078e-09
472.72727272727275	9.359971381535856e-09
490.9090909090909	9.359971381535856e-09
509.09090909090907	9.359971381535856e-09
527.2727272727274	5.890021236281829e-07
545.4545454545455	5.890021236281829e-07
563.6363636363636	5.890021236281829e-07
581.8181818181818	5.890021236281829e-07
600.0	9.130020327954288e-07
618.1818181818181	9.130020327954288e-07
636.3636363636363	9.130020327954288e-07
654.5454545454545	9.130020327954288e-07
672.7272727272727	1.0790323310000487e-06
690.9090909090909	1.0790323310000487e-06
709.090909090909	1.0790323310000487e-06
727.2727272727273	1.0790323310000487e-06
745.4545454545455	1.172679154816915e-06
763.6363636363636	1.172679154816915e-06
781.8181818181818	1.172679154816915e-06
800.0	1.172679154816915e-06
818.1818181818181	1.2236655547270366e-06
836.3636363636364	1.2236655547270366e-06
854.5454545454545	1.2236655547270366e-06
872.7272727272727	1.2236655547270366e-06
890.9090909090909	1.2462265247257847e-06
909.090909090909	1.2462265247257847e-06
927.2727272727273	1.2462265247257847e-06
945.4545454545455	1.2494657978117877e-06
963.6363636363636	1.2494657978117877e-06
981.8181818181818	1.2494657978117877e-06
1000.0	1.2494657978117877e-06
1018.1818181818181	1.2722284735133508e-06
1036.3636363636365	1.2722284735133508e-06
1054.5454545454547	1.2722284735133508e-06
1072.7272727272727	1.2722284735133508e-06
1090.909090909091	1.2658250014626943e-06
1109.0909090909092	1.2658250014626943e-06
1127.2727272727273	1.2658250014626943e-06
1145.4545454545455	1.2658250014626943e-06
1163.6363636363635	1.2897490983091125e-06
1181.8181818181818	1.2897490983091125e-06
1200.0	1.2897490983091125e-06
1218.181818181818	1.2897490983091125e-06
1236.3636363636363	1.3234890837562234e-06
1254.5454545454545	1.3234890837562234e-06
1272.7272727272727	1.3234890837562234e-06
1290.909090909091	1.3234890837562234e-06
1309.0909090909092	1.3129122511252908e-06
1327.2727272727273	1.3129122511252908e-06
1345.4545454545455	1.3129122511252908e-06
1363.6363636363635	1.3129122511252908e-06
1381.8181818181818	1.3243442465786238e-06
1400.0	1.3243442465786238e-06
1418.181818181818	1.3243442465786238e-06
1436.3636363636363	1.3183460230758782e-06
1454.5454545454545	1.3183460230758782e-06
1472.7272727272727	1.3183460230758782e-06
1490.909090909091	1.3183460230758782e-06
1509.090909090909	1.2701165542861614e-06
1527.2727272727273	1.2701165542861614e-06
1545.4545454545455	1.2701165542861614e-06
1563.6363636363635	1.2701165542861614e-06
1581.8181818181818	1.2194383094404763e-06
1600.0	1.2194383094404763e-06
1618.181818181818	1.2194383094404763e-06
1636.3636363636363	1.2194383094404763e-06
1654.5454545454547	1.3073233126497478e-06
1672.7272727272727	1.3073233126497478e-06
1690.909090909091	1.3073233126497478e-06
1709.090909090909	1.3073233126497478e-06
1727.2727272727273	1.2495188470304542e-06
1745.4545454545455	1.2495188470304542e-06
1763.6363636363635	1.2495188470304542e-06
1781.8181818181818	1.2495188470304542e-06
1800.0	1.235443175928054e-06
1818.181818181818	1.235443175928054e-06
1836.3636363636363	1.235443175928054e-06
1854.5454545454545	1.235443175928054e-06
1872.7272727272727	1.2382193449333877e-06
1890.909090909091	1.2382193449333877e-06
1909.090909090909	1.2382193449333877e-06
1927.2727272727273	1.29228712077591e-06
1945.4545454545455	1.29228712077591e-06
1963.6363636363635	1.29228712077591e-06
1981.8181818181818	1.29228712077591e-06
2000.0	1.287264837348439e-06
