Wavelength (nm)	Transmission
200.0	4.599289659167509e-11
218.1818181818182	4.599289659167509e-11
236.36363636363637	4.599289659167509e-11
254.54545454545453	2.421003825166787e-10
272.72727272727275	2.421003825166787e-10
290.9090909090909	2.421003825166787e-10
309.09090909090907	2.421003825166787e-10
327.27272727272725	3.73409479193409e-09
345.45454545454544	3.73409479193409e-09
363.6363636363637	3.73409479193409e-09
381.8181818181818	3.73409479193409e-09
400.0	2.7241501881365794e-09
418.18181818181813	2.7241501881365794e-09
436.3636363636364	2.7241501881365794e-09
454.5454545454545	2.7241501881365794e-09
472.72727272727275	5.568118175568608e-09
490.9090909090909	5.568118175568608e-09
509.09090909090907	5.568118175568608e-09
527.2727272727274	6.046866090555562e-07
545.4545454545455	6.046866090555562e-07
563.6363636363636	6.046866090555562e-07
581.8181818181818	6.046866090555562e-07
600.0	9.47694185569541e-07
618.1818181818181	9.47694185569541e-07
636.3636363636363	9.47694185569541e-07
654.5454545454545	9.47694185569541e-07
672.7272727272727	1.1126727274598523e-06
690.9090909090909	1.1126727274598523e-06
709.090909090909	1.1126727274598523e-06
727.2727272727273	1.1126727274598523e-06
745.4545454545455	1.2023108098960787e-06
763.6363636363636	1.2023108098960787e-06
781.8181818181818	1.2023108098960787e-06
800.0	1.2023108098960787e-06
818.1818181818181	1.2401679074632819e-06
836.3636363636364	1.2401679074632819e-06
854.5454545454545	1.2401679074632819e-06
872.7272727272727	1.2401679074632819e-06
890.9090909090909	1.2977807701379366e-06
909.090909090909	1.2977807701379366e-06
927.2727272727273	1.2977807701379366e-06
945.4545454545455	1.3129417361376155e-06
963.6363636363636	1.3129417361376155e-06
981.8181818181818	1.3129417361376155e-06
1000.0	1.3129417361376155e-06
1018.1818181818181	1.344521280612732e-06
1036.3636363636365	1.344521280612732e-06
1054.5454545454547	1.344521280612732e-06
1072.7272727272727	1.344521280612732e-06
1090.909090909091	1.2812544382273072e-06
1109.0909090909092	1.2812544382273072e-06
1127.2727272727273	1.2812544382273072e-06
1145.4545454545455	1.2812544382273072e-06
1163.6363636363635	1.3151818056807319e-06
1181.8181818181818	1.3151818056807319e-06
1200.0	1.3151818056807319e-06
1218.181818181818	1.3151818056807319e-06
1236.3636363636363	1.335012861985572e-06
1254.5454545454545	1.335012861985572e-06
1272.7272727272727	1.335012861985572e-06
1290.909090909091	1.335012861985572e-06
1309.0909090909092	1.3099776361778735e-06
1327.2727272727273	1.3099776361778735e-06
1345.4545454545455	1.3099776361778735e-06
1363.6363636363635	1.3099776361778735e-06
1381.8181818181818	1.309578359777583e-06
1400.0	1.309578359777583e-06
1418.181818181818	1.309578359777583e-06
1436.3636363636363	1.339707117506399e-06
1454.5454545454545	1.339707117506399e-06
1472.7272727272727	1.339707117506399e-06
1490.909090909091	1.339707117506399e-06
1509.090909090909	1.2977400125080895e-06
1527.2727272727273	1.2977400125080895e-06
1545.4545454545455	1.2977400125080895e-06
1563.6363636363635	1.2977400125080895e-06
1581.8181818181818	1.2914711130206079e-06
1600.0	1.2914711130206079e-06
1618.181818181818	1.2914711130206079e-06
1636.3636363636363	1.2914711130206079e-06
1654.5454545454547	1.334937879754903e-06
1672.7272727272727	1.334937879754903e-06
1690.909090909091	1.334937879754903e-06
1709.090909090909	1.334937879754903e-06
1727.2727272727273	1.3077535976802438e-06
1745.4545454545455	1.3077535976802438e-06
1763.6363636363635	1.3077535976802438e-06
1781.8181818181818	1.3077535976802438e-06
1800.0	1.3580109008861742e-06
1818.181818181818	1.3580109008861742e-06
1836.3636363636363	1.3580109008861742e-06
1854.5454545454545	1.3580109008861742e-06
1872.7272727272727	1.2935382994390918e-06
1890.909090909091	1.2935382994390918e-06
1909.090909090909	1.2935382994390918e-06
1927.2727272727273	1.333327605809716e-06
1945.4545454545455	1.333327605809716e-06
1963.6363636363635	1.333327605809716e-06
1981.8181818181818	1.333327605809716e-06
2000.0	1.3387420582386813e-06
